K_cap,group_size,max_offspring,threshold,type,beta,rep,extinct,time_to_extinction
250,3,10,0,TRUE,1,13,0,NA
500,3,10,0,TRUE,1,13,1,471
1000,3,10,0,TRUE,1,13,1,466
250,5,10,0,TRUE,1,13,1,395
500,5,10,0,TRUE,1,13,1,453
1000,5,10,0,TRUE,1,13,0,NA
250,10,10,0,TRUE,1,13,1,456
500,10,10,0,TRUE,1,13,0,NA
1000,10,10,0,TRUE,1,13,0,NA
250,1,3,0.25,TRUE,1,13,1,296
500,1,3,0.25,TRUE,1,13,1,315
1000,1,3,0.25,TRUE,1,13,1,316
250,3,3,0.25,TRUE,1,13,1,382
500,3,3,0.25,TRUE,1,13,1,399
1000,3,3,0.25,TRUE,1,13,1,375
250,5,3,0.25,TRUE,1,13,1,407
500,5,3,0.25,TRUE,1,13,1,338
1000,5,3,0.25,TRUE,1,13,1,406
250,10,3,0.25,TRUE,1,13,1,396
500,10,3,0.25,TRUE,1,13,1,442
1000,10,3,0.25,TRUE,1,13,1,420
250,1,6,0.25,TRUE,1,13,1,335
500,1,6,0.25,TRUE,1,13,1,338
1000,1,6,0.25,TRUE,1,13,1,371
250,3,6,0.25,TRUE,1,13,1,497
500,3,6,0.25,TRUE,1,13,0,NA
1000,3,6,0.25,TRUE,1,13,1,483
250,5,6,0.25,TRUE,1,13,0,NA
500,5,6,0.25,TRUE,1,13,0,NA
1000,5,6,0.25,TRUE,1,13,0,NA
250,10,6,0.25,TRUE,1,13,1,486
500,10,6,0.25,TRUE,1,13,0,NA
1000,10,6,0.25,TRUE,1,13,0,NA
250,1,10,0.25,TRUE,1,13,1,389
500,1,10,0.25,TRUE,1,13,1,385
1000,1,10,0.25,TRUE,1,13,1,473
250,3,10,0.25,TRUE,1,13,0,NA
500,3,10,0.25,TRUE,1,13,0,NA
1000,3,10,0.25,TRUE,1,13,0,NA
250,5,10,0.25,TRUE,1,13,1,450
500,5,10,0.25,TRUE,1,13,0,NA
1000,5,10,0.25,TRUE,1,13,0,NA
250,10,10,0.25,TRUE,1,13,0,NA
500,10,10,0.25,TRUE,1,13,0,NA
1000,10,10,0.25,TRUE,1,13,0,NA
250,1,3,0.5,TRUE,1,13,1,285
500,1,3,0.5,TRUE,1,13,1,335
1000,1,3,0.5,TRUE,1,13,1,341
250,3,3,0.5,TRUE,1,13,1,293
500,3,3,0.5,TRUE,1,13,1,451
1000,3,3,0.5,TRUE,1,13,0,NA
250,5,3,0.5,TRUE,1,13,1,457
500,5,3,0.5,TRUE,1,13,0,NA
1000,5,3,0.5,TRUE,1,13,0,NA
250,10,3,0.5,TRUE,1,13,1,359
500,10,3,0.5,TRUE,1,13,1,458
1000,10,3,0.5,TRUE,1,13,0,NA
250,1,6,0.5,TRUE,1,13,1,336
500,1,6,0.5,TRUE,1,13,1,372
1000,1,6,0.5,TRUE,1,13,1,364
250,3,6,0.5,TRUE,1,13,1,482
500,3,6,0.5,TRUE,1,13,0,NA
1000,3,6,0.5,TRUE,1,13,0,NA
250,5,6,0.5,TRUE,1,13,0,NA
500,5,6,0.5,TRUE,1,13,0,NA
1000,5,6,0.5,TRUE,1,13,0,NA
250,10,6,0.5,TRUE,1,13,0,NA
500,10,6,0.5,TRUE,1,13,0,NA
1000,10,6,0.5,TRUE,1,13,0,NA
250,1,10,0.5,TRUE,1,13,1,398
500,1,10,0.5,TRUE,1,13,1,378
1000,1,10,0.5,TRUE,1,13,1,431
250,3,10,0.5,TRUE,1,13,1,465
500,3,10,0.5,TRUE,1,13,0,NA
1000,3,10,0.5,TRUE,1,13,0,NA
250,5,10,0.5,TRUE,1,13,0,NA
500,5,10,0.5,TRUE,1,13,0,NA
1000,5,10,0.5,TRUE,1,13,0,NA
250,10,10,0.5,TRUE,1,13,0,NA
500,10,10,0.5,TRUE,1,13,0,NA
1000,10,10,0.5,TRUE,1,13,0,NA
250,1,3,1,TRUE,1,13,1,288
500,1,3,1,TRUE,1,13,1,348
1000,1,3,1,TRUE,1,13,1,359
250,3,3,1,TRUE,1,13,1,292
500,3,3,1,TRUE,1,13,1,316
1000,3,3,1,TRUE,1,13,1,379
250,5,3,1,TRUE,1,13,1,366
500,5,3,1,TRUE,1,13,1,315
1000,5,3,1,TRUE,1,13,1,319
250,10,3,1,TRUE,1,13,1,317
500,10,3,1,TRUE,1,13,1,308
1000,10,3,1,TRUE,1,13,1,343
250,1,6,1,TRUE,1,13,1,361
500,1,6,1,TRUE,1,13,1,330
1000,1,6,1,TRUE,1,13,1,421
250,3,6,1,TRUE,1,13,1,349
500,3,6,1,TRUE,1,13,1,393
1000,3,6,1,TRUE,1,13,1,388
250,5,6,1,TRUE,1,13,1,351
500,5,6,1,TRUE,1,13,1,397
1000,5,6,1,TRUE,1,13,1,382
250,10,6,1,TRUE,1,13,1,384
500,10,6,1,TRUE,1,13,1,349
1000,10,6,1,TRUE,1,13,1,467
250,1,10,1,TRUE,1,13,1,410
500,1,10,1,TRUE,1,13,1,371
1000,1,10,1,TRUE,1,13,1,467
250,3,10,1,TRUE,1,13,1,367
500,3,10,1,TRUE,1,13,1,394
1000,3,10,1,TRUE,1,13,0,NA
250,5,10,1,TRUE,1,13,1,396
500,5,10,1,TRUE,1,13,1,476
1000,5,10,1,TRUE,1,13,1,1
250,10,10,1,TRUE,1,13,1,433
500,10,10,1,TRUE,1,13,1,439
1000,10,10,1,TRUE,1,13,1,456
250,1,3,0,FALSE,1,13,1,270
500,1,3,0,FALSE,1,13,1,350
1000,1,3,0,FALSE,1,13,1,396
250,3,3,0,FALSE,1,13,1,373
500,3,3,0,FALSE,1,13,1,350
1000,3,3,0,FALSE,1,13,1,391
250,5,3,0,FALSE,1,13,1,324
500,5,3,0,FALSE,1,13,1,368
1000,5,3,0,FALSE,1,13,1,342
250,10,3,0,FALSE,1,13,1,336
500,10,3,0,FALSE,1,13,1,328
1000,10,3,0,FALSE,1,13,1,337
250,1,6,0,FALSE,1,13,1,343
500,1,6,0,FALSE,1,13,1,362
1000,1,6,0,FALSE,1,13,1,396
250,3,6,0,FALSE,1,13,1,378
500,3,6,0,FALSE,1,13,1,347
1000,3,6,0,FALSE,1,13,1,414
250,5,6,0,FALSE,1,13,1,362
500,5,6,0,FALSE,1,13,1,428
1000,5,6,0,FALSE,1,13,1,474
250,10,6,0,FALSE,1,13,1,399
500,10,6,0,FALSE,1,13,1,478
1000,10,6,0,FALSE,1,13,1,424
250,1,10,0,FALSE,1,13,1,414
500,1,10,0,FALSE,1,13,1,474
1000,1,10,0,FALSE,1,13,1,384
250,3,10,0,FALSE,1,13,1,383
500,3,10,0,FALSE,1,13,1,440
1000,3,10,0,FALSE,1,13,1,439
250,5,10,0,FALSE,1,13,1,422
500,5,10,0,FALSE,1,13,1,473
1000,5,10,0,FALSE,1,13,1,477
250,10,10,0,FALSE,1,13,0,NA
500,10,10,0,FALSE,1,13,1,497
1000,10,10,0,FALSE,1,13,0,NA
250,1,3,0.25,FALSE,1,13,1,280
500,1,3,0.25,FALSE,1,13,1,327
1000,1,3,0.25,FALSE,1,13,1,325
250,3,3,0.25,FALSE,1,13,1,312
500,3,3,0.25,FALSE,1,13,1,348
1000,3,3,0.25,FALSE,1,13,1,329
250,5,3,0.25,FALSE,1,13,1,300
500,5,3,0.25,FALSE,1,13,1,322
1000,5,3,0.25,FALSE,1,13,1,341
250,10,3,0.25,FALSE,1,13,1,307
500,10,3,0.25,FALSE,1,13,1,337
1000,10,3,0.25,FALSE,1,13,1,338
250,1,6,0.25,FALSE,1,13,1,350
500,1,6,0.25,FALSE,1,13,1,389
1000,1,6,0.25,FALSE,1,13,1,382
250,3,6,0.25,FALSE,1,13,1,361
500,3,6,0.25,FALSE,1,13,1,368
1000,3,6,0.25,FALSE,1,13,1,382
250,5,6,0.25,FALSE,1,13,1,377
500,5,6,0.25,FALSE,1,13,1,363
1000,5,6,0.25,FALSE,1,13,1,408
250,10,6,0.25,FALSE,1,13,1,353
500,10,6,0.25,FALSE,1,13,1,401
1000,10,6,0.25,FALSE,1,13,1,476
250,1,10,0.25,FALSE,1,13,1,356
500,1,10,0.25,FALSE,1,13,1,381
1000,1,10,0.25,FALSE,1,13,1,409
250,3,10,0.25,FALSE,1,13,1,391
500,3,10,0.25,FALSE,1,13,1,375
1000,3,10,0.25,FALSE,1,13,1,416
250,5,10,0.25,FALSE,1,13,1,379
500,5,10,0.25,FALSE,1,13,1,396
1000,5,10,0.25,FALSE,1,13,0,NA
250,10,10,0.25,FALSE,1,13,0,NA
500,10,10,0.25,FALSE,1,13,1,451
1000,10,10,0.25,FALSE,1,13,0,NA
250,1,3,0.5,FALSE,1,13,1,271
500,1,3,0.5,FALSE,1,13,1,344
1000,1,3,0.5,FALSE,1,13,1,340
250,3,3,0.5,FALSE,1,13,1,302
500,3,3,0.5,FALSE,1,13,1,323
1000,3,3,0.5,FALSE,1,13,1,335
250,5,3,0.5,FALSE,1,13,1,327
500,5,3,0.5,FALSE,1,13,1,334
1000,5,3,0.5,FALSE,1,13,1,314
250,10,3,0.5,FALSE,1,13,1,353
500,10,3,0.5,FALSE,1,13,1,347
1000,10,3,0.5,FALSE,1,13,1,366
250,1,6,0.5,FALSE,1,13,1,356
500,1,6,0.5,FALSE,1,13,1,337
1000,1,6,0.5,FALSE,1,13,1,370
250,3,6,0.5,FALSE,1,13,1,381
500,3,6,0.5,FALSE,1,13,1,363
1000,3,6,0.5,FALSE,1,13,1,411
250,5,6,0.5,FALSE,1,13,1,335
500,5,6,0.5,FALSE,1,13,1,383
1000,5,6,0.5,FALSE,1,13,1,400
250,10,6,0.5,FALSE,1,13,1,372
500,10,6,0.5,FALSE,1,13,1,361
1000,10,6,0.5,FALSE,1,13,1,384
250,1,10,0.5,FALSE,1,13,1,369
500,1,10,0.5,FALSE,1,13,1,401
1000,1,10,0.5,FALSE,1,13,1,384
250,3,10,0.5,FALSE,1,13,1,309
500,3,10,0.5,FALSE,1,13,1,426
1000,3,10,0.5,FALSE,1,13,1,433
250,5,10,0.5,FALSE,1,13,1,372
500,5,10,0.5,FALSE,1,13,1,406
1000,5,10,0.5,FALSE,1,13,1,426
250,10,10,0.5,FALSE,1,13,1,346
500,10,10,0.5,FALSE,1,13,1,411
1000,10,10,0.5,FALSE,1,13,1,409
250,1,3,1,FALSE,1,13,1,302
500,1,3,1,FALSE,1,13,1,344
1000,1,3,1,FALSE,1,13,1,328
250,3,3,1,FALSE,1,13,1,273
500,3,3,1,FALSE,1,13,1,348
1000,3,3,1,FALSE,1,13,1,348
250,5,3,1,FALSE,1,13,1,324
500,5,3,1,FALSE,1,13,1,345
1000,5,3,1,FALSE,1,13,1,324
250,10,3,1,FALSE,1,13,1,314
500,10,3,1,FALSE,1,13,1,339
1000,10,3,1,FALSE,1,13,1,332
250,1,6,1,FALSE,1,13,1,377
500,1,6,1,FALSE,1,13,1,385
1000,1,6,1,FALSE,1,13,1,416
250,3,6,1,FALSE,1,13,1,342
500,3,6,1,FALSE,1,13,1,412
1000,3,6,1,FALSE,1,13,1,374
250,5,6,1,FALSE,1,13,1,347
500,5,6,1,FALSE,1,13,1,386
1000,5,6,1,FALSE,1,13,1,443
250,10,6,1,FALSE,1,13,1,339
500,10,6,1,FALSE,1,13,1,398
1000,10,6,1,FALSE,1,13,1,353
250,1,10,1,FALSE,1,13,1,393
500,1,10,1,FALSE,1,13,1,372
1000,1,10,1,FALSE,1,13,1,416
250,3,10,1,FALSE,1,13,1,423
500,3,10,1,FALSE,1,13,1,422
1000,3,10,1,FALSE,1,13,1,419
250,5,10,1,FALSE,1,13,1,413
500,5,10,1,FALSE,1,13,1,438
1000,5,10,1,FALSE,1,13,1,490
250,10,10,1,FALSE,1,13,1,387
500,10,10,1,FALSE,1,13,1,381
1000,10,10,1,FALSE,1,13,1,435
250,1,3,0,TRUE,2,13,1,318
500,1,3,0,TRUE,2,13,1,325
1000,1,3,0,TRUE,2,13,1,390
250,3,3,0,TRUE,2,13,1,342
500,3,3,0,TRUE,2,13,1,337
1000,3,3,0,TRUE,2,13,1,433
250,5,3,0,TRUE,2,13,1,352
500,5,3,0,TRUE,2,13,1,432
1000,5,3,0,TRUE,2,13,1,384
250,10,3,0,TRUE,2,13,1,385
500,10,3,0,TRUE,2,13,1,435
1000,10,3,0,TRUE,2,13,1,426
250,1,6,0,TRUE,2,13,1,369
500,1,6,0,TRUE,2,13,1,393
1000,1,6,0,TRUE,2,13,1,400
250,3,6,0,TRUE,2,13,1,398
500,3,6,0,TRUE,2,13,1,398
1000,3,6,0,TRUE,2,13,1,465
250,5,6,0,TRUE,2,13,1,452
500,5,6,0,TRUE,2,13,0,NA
1000,5,6,0,TRUE,2,13,0,NA
250,10,6,0,TRUE,2,13,1,448
500,10,6,0,TRUE,2,13,0,NA
1000,10,6,0,TRUE,2,13,0,NA
250,1,10,0,TRUE,2,13,1,375
500,1,10,0,TRUE,2,13,1,370
1000,1,10,0,TRUE,2,13,0,NA
250,3,10,0,TRUE,2,13,1,455
500,3,10,0,TRUE,2,13,1,422
1000,3,10,0,TRUE,2,13,1,492
250,5,10,0,TRUE,2,13,0,NA
500,5,10,0,TRUE,2,13,0,NA
1000,5,10,0,TRUE,2,13,0,NA
250,10,10,0,TRUE,2,13,0,NA
500,10,10,0,TRUE,2,13,0,NA
1000,10,10,0,TRUE,2,13,0,NA
250,1,3,0.25,TRUE,2,13,1,332
500,1,3,0.25,TRUE,2,13,1,374
1000,1,3,0.25,TRUE,2,13,1,347
250,3,3,0.25,TRUE,2,13,1,366
500,3,3,0.25,TRUE,2,13,1,368
1000,3,3,0.25,TRUE,2,13,1,408
250,5,3,0.25,TRUE,2,13,1,402
500,5,3,0.25,TRUE,2,13,1,367
1000,5,3,0.25,TRUE,2,13,1,464
250,10,3,0.25,TRUE,2,13,1,496
500,10,3,0.25,TRUE,2,13,0,NA
1000,10,3,0.25,TRUE,2,13,1,494
250,1,6,0.25,TRUE,2,13,1,327
500,1,6,0.25,TRUE,2,13,1,338
1000,1,6,0.25,TRUE,2,13,1,465
250,3,6,0.25,TRUE,2,13,1,457
500,3,6,0.25,TRUE,2,13,0,NA
1000,3,6,0.25,TRUE,2,13,0,NA
250,5,6,0.25,TRUE,2,13,0,NA
500,5,6,0.25,TRUE,2,13,0,NA
1000,5,6,0.25,TRUE,2,13,0,NA
250,10,6,0.25,TRUE,2,13,0,NA
500,10,6,0.25,TRUE,2,13,0,NA
1000,10,6,0.25,TRUE,2,13,0,NA
250,1,10,0.25,TRUE,2,13,1,371
500,1,10,0.25,TRUE,2,13,1,401
1000,1,10,0.25,TRUE,2,13,1,439
250,3,10,0.25,TRUE,2,13,0,NA
500,3,10,0.25,TRUE,2,13,0,NA
1000,3,10,0.25,TRUE,2,13,0,NA
250,5,10,0.25,TRUE,2,13,0,NA
500,5,10,0.25,TRUE,2,13,0,NA
1000,5,10,0.25,TRUE,2,13,0,NA
250,10,10,0.25,TRUE,2,13,0,NA
500,10,10,0.25,TRUE,2,13,0,NA
1000,10,10,0.25,TRUE,2,13,0,NA
250,1,3,0.5,TRUE,2,13,1,301
500,1,3,0.5,TRUE,2,13,1,329
1000,1,3,0.5,TRUE,2,13,1,337
250,3,3,0.5,TRUE,2,13,1,364
500,3,3,0.5,TRUE,2,13,0,NA
1000,3,3,0.5,TRUE,2,13,0,NA
250,5,3,0.5,TRUE,2,13,1,445
500,5,3,0.5,TRUE,2,13,0,NA
1000,5,3,0.5,TRUE,2,13,0,NA
250,10,3,0.5,TRUE,2,13,0,NA
500,10,3,0.5,TRUE,2,13,0,NA
1000,10,3,0.5,TRUE,2,13,0,NA
250,1,6,0.5,TRUE,2,13,1,336
500,1,6,0.5,TRUE,2,13,1,355
1000,1,6,0.5,TRUE,2,13,1,355
250,3,6,0.5,TRUE,2,13,0,NA
500,3,6,0.5,TRUE,2,13,0,NA
1000,3,6,0.5,TRUE,2,13,0,NA
250,5,6,0.5,TRUE,2,13,0,NA
500,5,6,0.5,TRUE,2,13,0,NA
1000,5,6,0.5,TRUE,2,13,0,NA
250,10,6,0.5,TRUE,2,13,1,496
500,10,6,0.5,TRUE,2,13,0,NA
1000,10,6,0.5,TRUE,2,13,0,NA
250,1,10,0.5,TRUE,2,13,1,370
500,1,10,0.5,TRUE,2,13,1,421
1000,1,10,0.5,TRUE,2,13,1,455
250,3,10,0.5,TRUE,2,13,1,487
500,3,10,0.5,TRUE,2,13,0,NA
1000,3,10,0.5,TRUE,2,13,0,NA
250,5,10,0.5,TRUE,2,13,0,NA
500,5,10,0.5,TRUE,2,13,0,NA
1000,5,10,0.5,TRUE,2,13,0,NA
250,10,10,0.5,TRUE,2,13,0,NA
500,10,10,0.5,TRUE,2,13,0,NA
1000,10,10,0.5,TRUE,2,13,0,NA
250,1,3,1,TRUE,2,13,1,307
500,1,3,1,TRUE,2,13,1,348
1000,1,3,1,TRUE,2,13,1,315
250,3,3,1,TRUE,2,13,1,310
500,3,3,1,TRUE,2,13,1,349
1000,3,3,1,TRUE,2,13,1,326
250,5,3,1,TRUE,2,13,1,300
500,5,3,1,TRUE,2,13,1,355
1000,5,3,1,TRUE,2,13,1,360
250,10,3,1,TRUE,2,13,1,331
500,10,3,1,TRUE,2,13,1,347
1000,10,3,1,TRUE,2,13,1,382
250,1,6,1,TRUE,2,13,1,353
500,1,6,1,TRUE,2,13,1,362
1000,1,6,1,TRUE,2,13,1,333
250,3,6,1,TRUE,2,13,1,305
500,3,6,1,TRUE,2,13,1,427
1000,3,6,1,TRUE,2,13,1,428
250,5,6,1,TRUE,2,13,1,314
500,5,6,1,TRUE,2,13,1,343
1000,5,6,1,TRUE,2,13,1,398
250,10,6,1,TRUE,2,13,1,345
500,10,6,1,TRUE,2,13,1,384
1000,10,6,1,TRUE,2,13,1,443
250,1,10,1,TRUE,2,13,1,395
500,1,10,1,TRUE,2,13,1,489
1000,1,10,1,TRUE,2,13,1,356
250,3,10,1,TRUE,2,13,1,454
500,3,10,1,TRUE,2,13,1,382
1000,3,10,1,TRUE,2,13,1,431
250,5,10,1,TRUE,2,13,1,326
500,5,10,1,TRUE,2,13,1,400
1000,5,10,1,TRUE,2,13,1,449
250,10,10,1,TRUE,2,13,1,440
500,10,10,1,TRUE,2,13,1,432
1000,10,10,1,TRUE,2,13,1,464
250,1,3,0,FALSE,2,13,1,289
500,1,3,0,FALSE,2,13,1,339
1000,1,3,0,FALSE,2,13,1,375
250,3,3,0,FALSE,2,13,1,338
500,3,3,0,FALSE,2,13,1,335
1000,3,3,0,FALSE,2,13,1,392
250,5,3,0,FALSE,2,13,1,317
500,5,3,0,FALSE,2,13,1,430
1000,5,3,0,FALSE,2,13,1,430
250,10,3,0,FALSE,2,13,1,357
500,10,3,0,FALSE,2,13,1,385
1000,10,3,0,FALSE,2,13,0,NA
250,1,6,0,FALSE,2,13,1,385
500,1,6,0,FALSE,2,13,1,420
1000,1,6,0,FALSE,2,13,1,407
250,3,6,0,FALSE,2,13,1,337
500,3,6,0,FALSE,2,13,1,417
1000,3,6,0,FALSE,2,13,1,415
250,5,6,0,FALSE,2,13,1,410
500,5,6,0,FALSE,2,13,1,494
1000,5,6,0,FALSE,2,13,0,NA
250,10,6,0,FALSE,2,13,0,NA
500,10,6,0,FALSE,2,13,0,NA
1000,10,6,0,FALSE,2,13,0,NA
250,1,10,0,FALSE,2,13,1,403
500,1,10,0,FALSE,2,13,1,359
1000,1,10,0,FALSE,2,13,1,437
250,3,10,0,FALSE,2,13,1,394
500,3,10,0,FALSE,2,13,1,383
1000,3,10,0,FALSE,2,13,0,NA
250,5,10,0,FALSE,2,13,0,NA
500,5,10,0,FALSE,2,13,0,NA
1000,5,10,0,FALSE,2,13,0,NA
250,10,10,0,FALSE,2,13,0,NA
500,10,10,0,FALSE,2,13,0,NA
1000,10,10,0,FALSE,2,13,0,NA
250,1,3,0.25,FALSE,2,13,1,323
500,1,3,0.25,FALSE,2,13,1,303
1000,1,3,0.25,FALSE,2,13,1,343
250,3,3,0.25,FALSE,2,13,1,307
500,3,3,0.25,FALSE,2,13,1,327
1000,3,3,0.25,FALSE,2,13,1,364
250,5,3,0.25,FALSE,2,13,1,372
500,5,3,0.25,FALSE,2,13,1,393
1000,5,3,0.25,FALSE,2,13,1,366
250,10,3,0.25,FALSE,2,13,1,338
500,10,3,0.25,FALSE,2,13,1,385
1000,10,3,0.25,FALSE,2,13,1,420
250,1,6,0.25,FALSE,2,13,1,321
500,1,6,0.25,FALSE,2,13,1,363
1000,1,6,0.25,FALSE,2,13,1,403
250,3,6,0.25,FALSE,2,13,1,376
500,3,6,0.25,FALSE,2,13,1,392
1000,3,6,0.25,FALSE,2,13,1,418
250,5,6,0.25,FALSE,2,13,1,377
500,5,6,0.25,FALSE,2,13,1,376
1000,5,6,0.25,FALSE,2,13,1,440
250,10,6,0.25,FALSE,2,13,1,389
500,10,6,0.25,FALSE,2,13,1,463
1000,10,6,0.25,FALSE,2,13,0,NA
250,1,10,0.25,FALSE,2,13,1,388
500,1,10,0.25,FALSE,2,13,1,418
1000,1,10,0.25,FALSE,2,13,1,430
250,3,10,0.25,FALSE,2,13,1,381
500,3,10,0.25,FALSE,2,13,1,412
1000,3,10,0.25,FALSE,2,13,1,440
250,5,10,0.25,FALSE,2,13,1,344
500,5,10,0.25,FALSE,2,13,0,NA
1000,5,10,0.25,FALSE,2,13,0,NA
250,10,10,0.25,FALSE,2,13,0,NA
500,10,10,0.25,FALSE,2,13,0,NA
1000,10,10,0.25,FALSE,2,13,0,NA
250,1,3,0.5,FALSE,2,13,1,298
500,1,3,0.5,FALSE,2,13,1,309
1000,1,3,0.5,FALSE,2,13,1,347
250,3,3,0.5,FALSE,2,13,1,291
500,3,3,0.5,FALSE,2,13,1,364
1000,3,3,0.5,FALSE,2,13,1,333
250,5,3,0.5,FALSE,2,13,1,344
500,5,3,0.5,FALSE,2,13,1,359
1000,5,3,0.5,FALSE,2,13,1,338
250,10,3,0.5,FALSE,2,13,1,393
500,10,3,0.5,FALSE,2,13,1,319
1000,10,3,0.5,FALSE,2,13,1,367
250,1,6,0.5,FALSE,2,13,1,330
500,1,6,0.5,FALSE,2,13,1,380
1000,1,6,0.5,FALSE,2,13,1,452
250,3,6,0.5,FALSE,2,13,1,337
500,3,6,0.5,FALSE,2,13,1,416
1000,3,6,0.5,FALSE,2,13,1,373
250,5,6,0.5,FALSE,2,13,1,356
500,5,6,0.5,FALSE,2,13,1,375
1000,5,6,0.5,FALSE,2,13,1,391
250,10,6,0.5,FALSE,2,13,1,343
500,10,6,0.5,FALSE,2,13,1,395
1000,10,6,0.5,FALSE,2,13,1,417
250,1,10,0.5,FALSE,2,13,1,422
500,1,10,0.5,FALSE,2,13,1,465
1000,1,10,0.5,FALSE,2,13,1,455
250,3,10,0.5,FALSE,2,13,1,381
500,3,10,0.5,FALSE,2,13,1,435
1000,3,10,0.5,FALSE,2,13,1,408
250,5,10,0.5,FALSE,2,13,1,362
500,5,10,0.5,FALSE,2,13,1,456
1000,5,10,0.5,FALSE,2,13,1,463
250,10,10,0.5,FALSE,2,13,1,406
500,10,10,0.5,FALSE,2,13,1,444
1000,10,10,0.5,FALSE,2,13,1,401
250,1,3,1,FALSE,2,13,1,277
500,1,3,1,FALSE,2,13,1,335
1000,1,3,1,FALSE,2,13,1,356
250,3,3,1,FALSE,2,13,1,301
500,3,3,1,FALSE,2,13,1,318
1000,3,3,1,FALSE,2,13,1,364
250,5,3,1,FALSE,2,13,1,308
500,5,3,1,FALSE,2,13,1,323
1000,5,3,1,FALSE,2,13,1,350
250,10,3,1,FALSE,2,13,1,248
500,10,3,1,FALSE,2,13,1,298
1000,10,3,1,FALSE,2,13,1,339
250,1,6,1,FALSE,2,13,1,398
500,1,6,1,FALSE,2,13,1,385
1000,1,6,1,FALSE,2,13,1,400
250,3,6,1,FALSE,2,13,1,345
500,3,6,1,FALSE,2,13,1,369
1000,3,6,1,FALSE,2,13,1,347
250,5,6,1,FALSE,2,13,1,324
500,5,6,1,FALSE,2,13,1,396
1000,5,6,1,FALSE,2,13,1,373
250,10,6,1,FALSE,2,13,1,420
500,10,6,1,FALSE,2,13,1,382
1000,10,6,1,FALSE,2,13,1,414
250,1,10,1,FALSE,2,13,1,436
500,1,10,1,FALSE,2,13,1,424
1000,1,10,1,FALSE,2,13,1,449
250,3,10,1,FALSE,2,13,1,325
500,3,10,1,FALSE,2,13,1,425
1000,3,10,1,FALSE,2,13,1,399
250,5,10,1,FALSE,2,13,1,447
500,5,10,1,FALSE,2,13,1,392
1000,5,10,1,FALSE,2,13,1,408
250,10,10,1,FALSE,2,13,1,345
500,10,10,1,FALSE,2,13,1,439
1000,10,10,1,FALSE,2,13,1,433
250,1,3,0,TRUE,4,13,1,328
500,1,3,0,TRUE,4,13,1,342
1000,1,3,0,TRUE,4,13,1,353
250,3,3,0,TRUE,4,13,1,343
500,3,3,0,TRUE,4,13,1,374
1000,3,3,0,TRUE,4,13,1,448
250,5,3,0,TRUE,4,13,1,410
500,5,3,0,TRUE,4,13,1,407
1000,5,3,0,TRUE,4,13,1,381
250,10,3,0,TRUE,4,13,1,404
500,10,3,0,TRUE,4,13,0,NA
1000,10,3,0,TRUE,4,13,0,NA
250,1,6,0,TRUE,4,13,1,396
500,1,6,0,TRUE,4,13,1,380
1000,1,6,0,TRUE,4,13,1,425
250,3,6,0,TRUE,4,13,1,412
500,3,6,0,TRUE,4,13,1,410
1000,3,6,0,TRUE,4,13,1,412
250,5,6,0,TRUE,4,13,0,NA
500,5,6,0,TRUE,4,13,1,456
1000,5,6,0,TRUE,4,13,0,NA
250,10,6,0,TRUE,4,13,0,NA
500,10,6,0,TRUE,4,13,0,NA
1000,10,6,0,TRUE,4,13,0,NA
250,1,10,0,TRUE,4,13,1,359
500,1,10,0,TRUE,4,13,1,458
1000,1,10,0,TRUE,4,13,0,NA
250,3,10,0,TRUE,4,13,1,427
500,3,10,0,TRUE,4,13,0,NA
1000,3,10,0,TRUE,4,13,0,NA
250,5,10,0,TRUE,4,13,0,NA
500,5,10,0,TRUE,4,13,0,NA
1000,5,10,0,TRUE,4,13,0,NA
250,10,10,0,TRUE,4,13,0,NA
500,10,10,0,TRUE,4,13,0,NA
1000,10,10,0,TRUE,4,13,0,NA
250,1,3,0.25,TRUE,4,13,1,352
500,1,3,0.25,TRUE,4,13,1,334
1000,1,3,0.25,TRUE,4,13,1,337
250,3,3,0.25,TRUE,4,13,1,386
500,3,3,0.25,TRUE,4,13,1,456
1000,3,3,0.25,TRUE,4,13,1,418
250,5,3,0.25,TRUE,4,13,1,336
500,5,3,0.25,TRUE,4,13,1,344
1000,5,3,0.25,TRUE,4,13,1,454
250,10,3,0.25,TRUE,4,13,1,312
500,10,3,0.25,TRUE,4,13,0,NA
1000,10,3,0.25,TRUE,4,13,0,NA
250,1,6,0.25,TRUE,4,13,1,331
500,1,6,0.25,TRUE,4,13,1,382
1000,1,6,0.25,TRUE,4,13,1,377
250,3,6,0.25,TRUE,4,13,1,446
500,3,6,0.25,TRUE,4,13,0,NA
1000,3,6,0.25,TRUE,4,13,0,NA
250,5,6,0.25,TRUE,4,13,1,463
500,5,6,0.25,TRUE,4,13,0,NA
1000,5,6,0.25,TRUE,4,13,0,NA
250,10,6,0.25,TRUE,4,13,0,NA
500,10,6,0.25,TRUE,4,13,0,NA
1000,10,6,0.25,TRUE,4,13,0,NA
250,1,10,0.25,TRUE,4,13,1,407
500,1,10,0.25,TRUE,4,13,1,389
1000,1,10,0.25,TRUE,4,13,1,438
250,3,10,0.25,TRUE,4,13,0,NA
500,3,10,0.25,TRUE,4,13,0,NA
1000,3,10,0.25,TRUE,4,13,0,NA
250,5,10,0.25,TRUE,4,13,0,NA
500,5,10,0.25,TRUE,4,13,0,NA
